period,term,sex,age_range_start,age_range_end
13-07,同,男性,35,39
13-07,混,男性,55,59
13-07,悩,女性,30,34
13-07,静,男性,45,49
13-07,迷,男性,55,59
13-07,凡,男性,35,39
13-07,快,男性,70,74
13-07,急,女性,40,44
13-07,節,女性,40,44
13-07,働,女性,40,44
13-07,乱,男性,50,54
13-07,忙,男性,60,64
13-07,坂,男性,65,69
13-07,並,女性,30,34
13-07,窮,男性,50,54
13-07,辛,女性,40,44
13-07,新,女性,35,39
13-07,辛,女性,55,59
13-07,普,女性,65,69
13-07,試,女性,45,49
13-07,光,男性,65,69
13-07,忙,男性,40,44
13-07,明,女性,60,64
13-07,楽,男性,75,79
13-07,忍,男性,45,49
13-07,楽,女性,45,49
13-07,普,男性,45,49
13-07,忙,女性,50,54
13-07,快,女性,50,54
13-07,平,女性,25,29
13-07,定,男性,70,74
13-07,忍,女性,35,39
13-07,楽,男性,50,54
13-07,常,女性,50,54
13-07,変,男性,35,39
13-07,耐,男性,55,59
13-07,由,男性,45,49
13-07,普,男性,45,49
13-07,失,女性,50,54
13-07,穏,女性,40,44
13-07,貧,女性,50,54
13-07,改,女性,50,54
13-07,忙,女性,40,44
13-07,延,女性,55,59
13-07,続,女性,35,39
13-07,省,男性,60,64
13-07,家,女性,45,49
13-07,平,女性,45,49
13-07,緩,男性,60,64
13-07,凶,男性,50,54
13-07,可,女性,60,64
13-07,縮,女性,60,64
13-07,普,男性,50,54
13-07,平,男性,65,69
13-07,同,男性,50,54
13-07,家,男性,45,49
13-07,遊,女性,35,39
13-07,忍,女性,55,59
13-07,良,女性,40,44
13-07,節,男性,60,64
13-07,安,男性,40,44
13-07,常,女性,50,54
13-07,楽,女性,30,34
13-07,苦,男性,75,79
13-07,友,男性,60,64
13-07,慌,女性,40,44
13-07,停,女性,50,54
13-07,凡,男性,65,69
13-07,穏,女性,40,44
13-07,忙,男性,40,44
13-07,良,男性,45,49
13-07,楽,男性,60,64
13-07,常,男性,60,64
13-07,粛,男性,50,54
13-07,同,女性,35,39
13-07,待,男性,65,69
13-07,普,男性,40,44
13-07,普,女性,55,59
13-07,充,男性,60,64
13-07,内,男性,45,49
13-07,普,女性,35,39
13-07,忍,男性,55,59
13-07,辛,男性,55,59
13-07,穏,女性,40,44
13-07,乱,女性,50,54
13-07,苦,男性,65,69
13-07,貧,男性,60,64
13-07,減,女性,65,69
13-07,並,女性,45,49
13-07,安,女性,35,39
13-07,慎,男性,60,64
13-07,蒸,女性,50,54
13-07,差,男性,60,64
13-07,普,女性,50,54
13-07,悶,男性,60,64
13-07,普,男性,60,64
13-07,並,男性,70,74
13-07,普,女性,60,64
13-07,動,男性,60,64
13-07,活,男性,70,74
13-07,厳,女性,50,54
13-07,並,女性,50,54
13-07,考,女性,35,39
13-07,満,女性,40,44
13-07,待,女性,55,59
13-07,暇,男性,50,54
13-07,続,女性,35,39
13-07,沈,女性,45,49
13-07,6,男性,50,54
13-07,気,男性,45,49
13-07,蓄,女性,50,54
13-07,試,女性,45,49
13-07,動,女性,50,54
13-07,忙,女性,30,34
13-07,乱,男性,50,54
13-07,暇,女性,50,54
13-07,耐,女性,45,49
13-07,常,女性,55,59
13-07,廻,女性,25,29
13-07,良,男性,60,64
13-07,嬉,男性,45,49
13-07,遊,女性,40,44
13-07,忍,女性,35,39
13-07,眠,男性,45,49
13-07,普,男性,45,49
13-07,寒,女性,40,44
13-07,素,女性,40,44
13-07,貧,女性,40,44
13-07,暗,男性,80,84
13-07,凶,女性,45,49
13-07,新,女性,55,59
13-07,余,女性,55,59
13-07,安,女性,35,39
13-07,苦,女性,40,44
13-07,望,男性,55,59
13-07,新,女性,40,44
13-07,静,男性,60,64
13-07,同,女性,40,44
13-07,定,女性,50,54
13-07,貧,女性,35,39
13-07,杳,男性,45,49
13-07,静,男性,35,39
13-07,平,女性,50,54
13-07,並,男性,30,34
13-07,並,女性,45,49
13-07,普,女性,40,44
13-07,忙,女性,40,44
13-07,悲,女性,45,49
13-07,節,女性,40,44
13-07,趣,女性,55,59
13-07,静,男性,70,74
13-07,忙,女性,40,44
13-07,楽,男性,55,59
13-07,苦,男性,45,49
13-07,化,女性,35,39
13-07,眠,女性,45,49
13-07,穏,女性,35,39
13-07,静,女性,35,39
13-07,疲,女性,45,49
13-07,雑,女性,35,39
13-07,春,男性,60,64
13-07,暗,女性,40,44
13-07,楽,女性,30,34
13-07,眠,女性,40,44
13-07,無,男性,70,74
13-07,楽,女性,35,39
13-07,定,男性,55,59
13-07,忙,男性,50,54
13-07,穏,女性,25,29
13-07,耐,男性,45,49
13-07,普,男性,55,59
13-07,露,女性,55,59
13-07,落,男性,50,54
13-07,省,男性,70,74
13-07,並,女性,40,44
13-07,忙,男性,30,34
13-07,同,女性,60,64
13-07,疲,女性,55,59
13-07,疲,女性,40,44
13-07,省,男性,60,64
13-07,靄,女性,50,54
13-07,効,女性,50,54
13-07,赤,女性,40,44
13-07,平,男性,55,59
13-07,苦,男性,25,29
13-07,省,女性,60,64
13-07,同,男性,75,79
13-07,明,男性,45,49
13-07,耐,女性,45,49
13-07,忙,女性,50,54
13-07,平,女性,50,54
13-07,弱,男性,40,44
13-07,平,男性,50,54
13-07,静,女性,50,54
13-07,始,女性,40,44
13-07,豊,男性,50,54
13-07,忙,女性,55,59
13-07,底,女性,40,44
13-07,忙,女性,35,39
13-07,忙,男性,30,34
13-07,散,女性,35,39
13-07,平,男性,35,39
13-07,乱,女性,65,69
13-07,楽,女性,45,49
13-07,楽,男性,65,69
13-07,寂,女性,45,49
13-07,混,男性,50,54
13-07,忍,女性,60,64
13-07,移,男性,60,64
13-07,苦,男性,45,49
13-07,増,男性,40,44
13-07,平,女性,40,44
13-07,痛,女性,50,54
13-07,平,女性,50,54
13-07,平,男性,60,64
13-07,下,女性,30,34
13-07,壊,男性,45,49
13-07,明,女性,45,49
13-07,無,男性,70,74
13-07,骨,男性,45,49
13-07,常,男性,65,69
13-07,忍,男性,60,64
13-07,忙,女性,50,54
13-07,厳,女性,50,54
13-07,忙,女性,60,64
13-07,不,男性,50,54
13-07,疲,男性,45,49
13-07,辛,女性,55,59
13-07,鬱,男性,45,49
13-07,並,男性,65,69
13-07,明,男性,45,49
13-07,忍,女性,50,54
13-07,変,女性,45,49
13-07,耐,男性,40,44
13-07,苦,男性,70,74
13-07,春,女性,50,54
13-07,早,男性,50,54
13-07,忍,男性,65,69
13-07,普,男性,35,39
13-07,簡,女性,50,54
13-07,楽,女性,65,69
13-07,愉,女性,50,54
13-07,健,女性,40,44
13-07,緩,女性,50,54
13-07,悲,女性,45,49
13-07,貧,女性,50,54
13-07,静,女性,50,54
13-07,苦,女性,40,44
13-07,同,男性,60,64
13-07,忙,女性,30,34
13-07,素,男性,55,59
13-07,並,男性,45,49
13-07,窮,男性,50,54
13-07,辛,男性,50,54
13-07,忍,男性,45,49
13-07,乱,男性,70,74
13-07,常,男性,75,79
13-07,悪,女性,50,54
13-07,普,女性,60,64
13-07,静,女性,50,54
13-07,同,女性,55,59
13-07,忙,男性,60,64
13-07,迷,男性,70,74
13-07,安,男性,60,64
13-07,平,女性,45,49
13-07,悪,男性,40,44
13-07,並,男性,25,29
13-07,苦,男性,45,49
13-07,楽,男性,45,49
13-07,健,男性,65,69
13-07,忙,男性,60,64
13-07,努,女性,50,54
13-07,耐,男性,65,69
13-07,楽,女性,50,54
13-07,素,男性,60,64
13-07,忙,女性,65,69
13-07,静,男性,70,74
13-07,楽,男性,60,64
13-07,進,女性,50,54
13-07,平,男性,45,49
13-07,忙,男性,35,39
13-07,楽,女性,55,59
13-07,穏,男性,55,59
13-07,待,男性,40,44
13-07,節,男性,50,54
13-07,苦,女性,45,49
13-07,上,女性,50,54
13-07,常,男性,50,54
13-07,静,女性,45,49
13-07,忍,男性,65,69
13-07,忙,女性,50,54
13-07,波,女性,35,39
13-07,貧,男性,45,49
13-07,働,女性,55,59
13-07,控,女性,55,59
13-07,忙,女性,50,54
13-07,節,女性,40,44
13-07,並,男性,45,49
13-07,普,男性,70,74
13-07,平,男性,35,39
13-07,並,女性,40,44
13-07,晴,女性,50,54
13-07,忙,女性,45,49
13-07,忙,女性,25,29
13-07,蒸,男性,55,59
13-07,普,男性,60,64
13-07,普,女性,50,54
13-07,広,女性,45,49
13-07,並,男性,55,59
13-07,暗,男性,40,44
13-07,普,女性,45,49
13-07,常,男性,55,59
13-07,上,男性,55,59
13-07,株,男性,45,49
13-07,平,女性,40,44
13-07,悦,女性,50,54
13-07,子,男性,35,39
13-07,欲,女性,30,34
13-07,急,男性,55,59
13-07,己,男性,45,49
13-07,忍,男性,55,59
13-07,忍,女性,40,44
13-07,動,女性,45,49
13-07,同,男性,55,59
13-07,忍,男性,60,64
13-07,新,男性,50,54
13-07,平,男性,65,69
13-07,忍,女性,50,54
13-07,穏,男性,65,69
13-07,待,女性,60,64
13-07,新,男性,45,49
13-07,忙,女性,50,54
13-07,楽,女性,50,54
13-07,灰,女性,50,54
13-07,疲,女性,40,44
13-07,静,女性,55,59
13-07,穏,女性,45,49
13-07,悪,男性,50,54
13-07,苦,男性,50,54
13-07,緩,男性,40,44
13-07,楽,女性,45,49
13-07,悋,男性,60,64
13-07,平,男性,35,39
13-07,同,男性,55,59
13-07,節,女性,50,54
13-07,疲,女性,55,59
13-07,静,男性,50,54
13-07,省,女性,40,44
13-07,省,女性,45,49
13-07,芽,男性,45,49
13-07,鈍,男性,55,59
13-07,鬱,男性,65,69
13-07,忍,女性,40,44
13-07,和,女性,40,44
13-07,無,女性,40,44
13-07,同,男性,50,54
13-07,常,男性,55,59
13-07,耐,男性,30,34
13-07,楽,女性,45,49
13-07,節,女性,35,39
13-07,同,女性,60,64
13-07,普,女性,25,29
13-07,忍,女性,40,44
13-07,急,女性,30,34
13-07,慘,男性,45,49
13-07,普,女性,30,34
13-07,滞,女性,40,44
13-07,寒,女性,40,44
13-07,不,男性,60,64
13-07,替,女性,45,49
13-07,耐,女性,50,54
13-07,爽,女性,65,69
13-07,苦,男性,55,59
13-07,穏,女性,55,59
13-07,望,女性,50,54
13-07,普,男性,65,69
13-07,並,男性,35,39
13-07,普,女性,60,64
13-07,穏,男性,45,49
13-07,負,女性,35,39
13-07,忍,男性,60,64
13-07,減,女性,35,39
13-07,曇,女性,45,49
13-07,芽,女性,55,59
13-07,還,女性,60,64
13-07,静,女性,55,59
13-07,平,女性,50,54
13-07,忍,女性,45,49
13-07,普,男性,40,44
13-07,飛,男性,50,54
13-07,苦,男性,60,64
13-07,辛,女性,40,44
13-07,穏,女性,50,54
13-07,普,女性,50,54
13-07,活,男性,60,64
13-07,変,女性,25,29
13-07,気,女性,55,59
13-07,同,女性,60,64
13-07,従,男性,70,74
13-07,暗,女性,45,49
13-07,食,女性,60,64
13-07,忙,女性,60,64
13-07,減,女性,30,34
13-07,耐,女性,50,54
13-07,快,男性,65,69
13-07,耐,女性,35,39
13-07,質,女性,60,64
13-07,愉,女性,40,44
13-07,控,女性,50,54
13-07,忍,男性,45,49
13-07,緩,女性,35,39
13-07,継,男性,50,54
13-07,耐,男性,45,49
13-07,低,男性,55,59
13-07,並,男性,55,59
13-07,忙,女性,50,54
13-07,普,女性,35,39
13-07,忍,男性,75,79
13-07,新,女性,55,59
13-07,選,女性,45,49
13-07,素,女性,35,39
13-07,忙,女性,50,54
13-07,未,男性,60,64
13-07,変,男性,50,54
13-07,節,女性,40,44
13-07,迷,女性,35,39
13-07,節,女性,40,44
13-07,同,女性,50,54
13-07,単,女性,55,59
13-07,普,女性,25,29
13-07,望,男性,45,49
13-07,続,女性,45,49
13-07,常,男性,60,64
13-07,普,男性,55,59
13-07,季,女性,40,44
13-07,同,女性,35,39
13-07,苦,男性,50,54
13-07,楽,女性,30,34
13-07,健,女性,65,69
13-07,無,女性,55,59
13-07,諦,男性,55,59
13-07,継,男性,60,64
13-07,忙,男性,50,54
13-07,静,女性,40,44
13-07,驚,女性,35,39
13-07,迷,男性,40,44
13-07,節,女性,45,49
13-07,平,女性,55,59
13-07,並,男性,70,74
13-07,疲,女性,35,39
13-07,疲,男性,40,44
13-07,忙,女性,55,59
13-07,継,男性,40,44
13-07,平,男性,70,74
13-07,待,男性,60,64
13-07,無,女性,50,54
13-07,忙,女性,50,54
13-07,普,女性,70,74
13-07,蒸,女性,45,49
13-07,激,女性,25,29
13-07,開,男性,35,39
13-07,無,男性,45,49
13-07,慌,女性,30,34
13-07,忍,男性,60,64
13-07,耐,男性,40,44
13-07,凡,男性,75,79
13-07,忍,男性,50,54
13-07,好,男性,50,54
13-07,散,女性,35,39
13-07,忙,女性,70,74
13-07,貧,男性,55,59
13-07,微,男性,55,59
13-07,常,女性,55,59
13-07,活,男性,45,49
13-07,短,男性,55,59
13-07,減,女性,55,59
13-07,出,男性,35,39
13-07,普,女性,30,34
13-07,素,女性,30,34
13-07,忙,女性,55,59
13-07,並,男性,65,69
13-07,忙,女性,45,49
13-07,忙,女性,50,54
13-07,渋,男性,40,44
13-07,抑,男性,65,69
13-07,定,男性,70,74
13-07,普,女性,65,69
13-07,忙,男性,45,49
13-07,常,女性,55,59
13-07,穏,女性,40,44
13-07,耐,男性,50,54
13-07,忙,女性,40,44
13-07,鬱,男性,45,49
13-07,並,女性,45,49
13-07,定,男性,60,64
13-07,憩,男性,50,54
13-07,穏,男性,55,59
13-07,並,男性,45,49
13-07,並,女性,55,59
13-07,締,女性,50,54
13-07,考,女性,65,69
13-07,普,女性,30,34
13-07,続,女性,55,59
13-07,落,女性,40,44
13-07,穏,女性,35,39
13-07,省,男性,55,59
13-07,辛,女性,45,49
13-07,無,男性,45,49
13-07,鬱,女性,25,29
13-07,同,女性,45,49
13-07,裕,女性,60,64
13-07,平,女性,45,49
13-07,油,女性,40,44
13-07,平,女性,50,54
13-07,楽,女性,50,54
13-07,楽,男性,40,44
13-07,苦,男性,35,39
13-07,上,女性,25,29
13-07,並,女性,45,49
13-07,昇,男性,55,59
13-07,楽,女性,30,34
13-07,暑,女性,50,54
13-07,鈍,男性,65,69
13-07,楽,女性,50,54
13-07,中,女性,40,44
13-07,安,女性,55,59
13-07,静,女性,35,39
13-07,忍,女性,40,44
13-07,忍,女性,50,54
13-07,無,女性,45,49
13-07,倒,男性,40,44
13-07,静,男性,60,64
13-07,明,男性,50,54
13-07,忙,男性,55,59
13-07,貧,男性,35,39
13-07,節,女性,35,39
13-07,楽,女性,45,49
13-07,続,女性,55,59
13-07,動,女性,50,54
13-07,普,女性,40,44
13-07,節,男性,50,54
13-07,常,女性,35,39
13-07,並,女性,45,49
13-07,忙,男性,40,44
13-07,平,女性,45,49
13-07,苦,女性,45,49
13-07,和,女性,45,49
13-07,変,男性,60,64
13-07,忍,男性,55,59
13-07,凡,男性,60,64
13-07,減,女性,40,44
13-07,鬱,男性,55,59
13-07,凡,女性,45,49
13-07,普,女性,40,44
13-07,波,男性,50,54
13-07,耐,女性,50,54
13-07,耐,男性,40,44
13-07,活,男性,45,49
13-07,忙,女性,35,39
13-07,忍,女性,45,49
13-07,失,女性,40,44
13-07,湿,女性,45,49
13-07,控,女性,50,54
13-07,車,男性,65,69
13-07,貧,男性,55,59
13-07,節,女性,30,34
13-07,調,女性,40,44
13-07,定,男性,30,34
13-07,減,男性,40,44
13-07,良,男性,45,49
13-07,楽,女性,30,34
13-07,並,男性,35,39
13-07,忍,女性,55,59
13-07,忍,男性,65,69
13-07,苦,男性,50,54
13-07,平,女性,35,39
13-07,楽,男性,45,49
13-07,忙,女性,45,49
13-07,普,女性,40,44
13-07,貧,女性,30,34
13-07,忙,女性,50,54
13-07,忍,女性,50,54
13-07,忙,男性,50,54
13-07,穏,女性,35,39
13-07,同,女性,40,44
13-07,安,男性,45,49
13-07,厳,男性,55,59
13-07,忙,女性,50,54
13-07,苦,男性,35,39
13-07,普,男性,50,54
13-07,普,女性,60,64
13-07,余,男性,25,29
13-07,肥,男性,55,59
13-07,涙,女性,60,64
13-07,湿,女性,40,44
13-07,忍,男性,45,49
13-07,並,男性,60,64
13-07,忙,男性,30,34
13-07,静,女性,45,49
13-07,偽,男性,45,49
13-07,楽,男性,50,54
13-07,楽,男性,40,44
13-07,良,男性,60,64
13-07,高,男性,55,59
13-07,忙,女性,35,39
13-07,独,女性,40,44
13-07,食,女性,50,54
13-07,爽,女性,40,44
13-07,普,女性,50,54
13-07,無,女性,35,39
13-07,忍,男性,45,49
13-07,凡,男性,30,34
13-07,未,男性,65,69
13-07,普,女性,40,44
13-07,静,女性,45,49
13-07,楽,男性,60,64
13-07,車,女性,50,54
13-07,歩,女性,50,54
13-07,眠,女性,35,39
13-07,続,男性,50,54
13-07,継,男性,40,44
13-07,普,男性,55,59
13-07,平,男性,65,69
13-07,望,女性,55,59
13-07,節,女性,55,59
13-07,疲,女性,50,54
13-07,忍,男性,50,54
13-07,平,女性,45,49
13-07,楽,女性,35,39
13-07,苦,男性,60,64
13-07,並,男性,70,74
13-07,節,男性,50,54
13-07,成,女性,25,29
13-07,緑,女性,60,64
13-07,無,女性,30,34
13-07,同,女性,30,34
13-07,越,女性,35,39
13-07,忙,女性,30,34
13-07,忍,男性,50,54
13-07,旅,女性,50,54
13-07,貧,男性,45,49
13-07,苦,女性,35,39
13-07,悩,女性,50,54
13-07,乾,女性,55,59
13-07,並,女性,40,44
13-07,苦,女性,50,54
13-07,並,男性,60,64
13-07,無,男性,30,34
13-07,同,男性,35,39
13-07,進,男性,40,44
13-07,普,男性,45,49
13-07,楽,男性,35,39
13-07,同,女性,70,74
13-07,僅,女性,65,69
13-07,普,男性,40,44
13-07,続,男性,65,69
13-07,外,男性,50,54
13-07,並,女性,60,64
13-07,樂,男性,65,69
13-07,普,男性,45,49
13-07,涼,男性,40,44
13-07,苦,男性,50,54
13-07,節,女性,45,49
13-07,未,女性,45,49
13-07,病,女性,60,64
13-07,浮,男性,60,64
13-07,充,女性,70,74
13-07,優,女性,40,44
13-07,静,女性,45,49
13-07,並,女性,45,49
13-07,変,女性,40,44
13-07,忙,男性,35,39
13-07,留,女性,40,44
13-07,辛,女性,35,39
13-07,耐,女性,55,59
13-07,縮,女性,60,64
13-07,疲,女性,35,39
13-07,暇,男性,65,69
13-07,素,女性,55,59
13-07,凪,男性,50,54
13-07,質,女性,55,59
13-07,耐,女性,65,69
13-07,忍,女性,45,49
13-07,静,女性,50,54
13-07,素,男性,40,44
13-07,痛,男性,30,34
13-10,楽,女性,40,44
13-10,普,女性,35,39
13-10,暑,女性,30,34
13-10,普,男性,30,34
13-10,暑,男性,40,44
13-10,暑,女性,40,44
13-10,暑,男性,65,69
13-10,暑,男性,50,54
13-10,旅,女性,35,39
13-10,暑,女性,30,34
13-10,異,女性,55,59
13-10,増,男性,55,59
13-10,普,女性,35,39
13-10,普,男性,50,54
13-10,楽,女性,45,49
13-10,平,女性,45,49
13-10,遊,女性,35,39
13-10,激,女性,50,54
13-10,横,男性,45,49
13-10,働,男性,50,54
13-10,暑,女性,40,44
13-10,暑,女性,60,64
13-10,暑,男性,55,59
13-10,暑,男性,40,44
13-10,普,女性,50,54
13-10,暑,男性,35,39
13-10,平,男性,45,49
13-10,忍,男性,40,44
13-10,忍,女性,40,44
13-10,暑,女性,40,44
13-10,並,女性,60,64
13-10,良,男性,40,44
13-10,疲,男性,35,39
13-10,暑,男性,50,54
13-10,鈍,女性,40,44
13-10,普,女性,45,49
13-10,雑,女性,35,39
13-10,常,女性,45,49
13-10,変,男性,30,34
13-10,健,女性,55,59
13-10,普,男性,50,54
13-10,並,女性,60,64
13-10,楽,男性,65,69
13-10,降,男性,40,44
13-10,忙,女性,40,44
13-10,暑,男性,50,54
13-10,暑,女性,45,49
13-10,消,女性,50,54
13-10,明,女性,60,64
13-10,同,女性,50,54
13-10,死,男性,40,44
13-10,暗,女性,45,49
13-10,風,男性,45,49
13-10,疲,男性,40,44
13-10,普,女性,45,49
13-10,甘,女性,40,44
13-10,労,男性,30,34
13-10,暑,女性,45,49
13-10,暑,女性,30,34
13-10,嫌,男性,80,84
13-10,並,男性,55,59
13-10,鈍,女性,45,49
13-10,暑,男性,50,54
13-10,暑,女性,50,54
13-10,豊,男性,65,69
13-10,普,男性,40,44
13-10,汗,女性,70,74
13-10,苦,女性,35,39
13-10,普,男性,50,54
13-10,不,女性,40,44
13-10,不,男性,50,54
13-10,避,男性,50,54
13-10,普,女性,50,54
13-10,同,女性,55,59
13-10,海,女性,30,34
13-10,普,男性,45,49
13-10,質,女性,40,44
13-10,夏,男性,30,34
13-10,忍,男性,65,69
13-10,暑,男性,60,64
13-10,快,男性,30,34
13-10,素,女性,60,64
13-10,暑,女性,40,44
13-10,穏,女性,50,54
13-10,並,女性,30,34
13-10,楽,男性,35,39
13-10,並,女性,30,34
13-10,暑,女性,30,34
13-10,普,男性,45,49
13-10,考,女性,45,49
13-10,蒸,女性,40,44
13-10,暇,女性,40,44
13-10,暑,女性,45,49
13-10,普,男性,70,74
13-10,忙,女性,45,49
13-10,暑,男性,45,49
13-10,暑,女性,25,29
13-10,暑,男性,30,34
13-10,楽,女性,65,69
13-10,耐,女性,35,39
13-10,動,女性,30,34
13-10,興,女性,45,49
13-10,盛,男性,50,54
13-10,暑,女性,35,39
13-10,楽,男性,50,54
13-10,忙,男性,20,24
13-10,忍,女性,60,64
13-10,忙,女性,35,39
13-10,忙,男性,35,39
13-10,並,男性,45,49
13-10,暑,男性,55,59
13-10,忙,女性,45,49
13-10,耐,男性,45,49
13-10,省,男性,75,79
13-10,休,女性,45,49
13-10,普,女性,30,34
13-10,暑,女性,40,44
13-10,休,女性,50,54
13-10,節,女性,55,59
13-10,常,女性,50,54
13-10,暑,女性,40,44
13-10,贅,女性,25,29
13-10,難,男性,70,74
13-10,微,女性,50,54
13-10,暑,女性,40,44
13-10,活,女性,35,39
13-10,安,女性,60,64
13-10,褒,女性,35,39
13-10,子,女性,30,34
13-10,暑,男性,50,54
13-10,忍,女性,40,44
13-10,暑,男性,50,54
13-10,静,女性,50,54
13-10,貧,女性,45,49
13-10,休,女性,35,39
13-10,猛,男性,30,34
13-10,転,男性,35,39
13-10,悩,女性,50,54
13-10,忙,女性,40,44
13-10,凡,女性,50,54
13-10,控,男性,50,54
13-10,忍,男性,80,84
13-10,変,女性,45,49
13-10,暑,女性,90,94
13-10,夏,女性,40,44
13-10,鈍,女性,65,69
13-10,暑,女性,45,49
13-10,幸,女性,55,59
13-10,耐,女性,55,59
13-10,慌,女性,55,59
13-10,涼,女性,30,34
13-10,望,女性,55,59
13-10,寂,女性,40,44
13-10,耐,女性,40,44
13-10,休,女性,35,39
13-10,楽,女性,40,44
13-10,疲,女性,25,29
13-10,上,男性,50,54
13-10,楽,男性,45,49
13-10,平,女性,30,34
13-10,耐,男性,60,64
13-10,怠,女性,50,54
13-10,暑,女性,30,34
13-10,暑,女性,60,64
13-10,忙,男性,50,54
13-10,暑,女性,50,54
13-10,適,女性,40,44
13-10,平,女性,50,54
13-10,暑,女性,45,49
13-10,苦,女性,60,64
13-10,高,女性,30,34
13-10,時,女性,70,74
13-10,静,女性,35,39
13-10,常,女性,45,49
13-10,忙,女性,40,44
13-10,酒,女性,30,34
13-10,暑,男性,60,64
13-10,暑,女性,55,59
13-10,常,女性,45,49
13-10,熱,女性,55,59
13-10,忙,女性,30,34
13-10,滞,女性,45,49
13-10,減,女性,50,54
13-10,普,女性,45,49
13-10,出,女性,30,34
13-10,平,女性,45,49
13-10,酷,女性,25,29
13-10,難,女性,65,69
13-10,省,女性,55,59
13-10,汗,女性,40,44
13-10,老,女性,35,39
13-10,暑,男性,35,39
13-10,普,男性,35,39
13-10,荒,女性,45,49
13-10,忙,男性,40,44
13-10,暑,女性,50,54
13-10,並,女性,50,54
13-10,暑,男性,35,39
13-10,暑,女性,40,44
13-10,普,女性,45,49
13-10,忙,女性,40,44
13-10,忙,男性,45,49
13-10,同,女性,30,34
13-10,暑,女性,50,54
13-10,活,女性,40,44
13-10,忍,女性,50,54
13-10,常,男性,50,54
13-10,暑,男性,45,49
13-10,並,女性,60,64
13-10,熱,女性,50,54
13-10,慣,女性,50,54
13-10,穏,男性,45,49
13-10,忍,男性,35,39
13-10,忙,女性,35,39
13-10,税,女性,45,49
13-10,迎,女性,55,59
13-10,忍,女性,35,39
13-10,楽,女性,45,49
13-10,貧,女性,20,24
13-10,静,女性,35,39
13-10,冷,女性,35,39
13-10,普,女性,35,39
13-10,暑,女性,30,34
13-10,歩,女性,30,34
13-10,感,女性,45,49
13-10,暇,男性,65,69
13-10,暑,女性,40,44
13-10,並,男性,60,64
13-10,暑,男性,50,54
13-10,持,男性,50,54
13-10,締,女性,25,29
13-10,楽,女性,30,34
13-10,並,女性,50,54
13-10,耐,女性,50,54
